ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,POBMAS,POBFEM,P_0A2,P_18YMAS,P_3A5,P_6A11,P_8A14,P_15A17,P_12A14,REL_H_M,PROM_HNV,PNACENT,PNACOE,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,POBHOG,T_VIVHAB
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,025,264,124,140,12,189,10,19,30,14,17,88.57,1.83,224,36,88,106,26,80,261,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,026,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,027,257,122,135,6,156,6,16,18,9,7,90.37,1.77,141,56,67,77,28,62,200,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,028,177,81,96,8,137,5,14,19,4,9,84.38,1.93,136,41,52,72,26,60,177,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,029,87,39,48,3,66,*,7,11,*,5,81.25,1.67,70,13,31,34,8,24,84,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2184,030,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,2199,000,5227,2501,2726,250,3611,258,501,567,278,235,91.75,2,3976,998,1511,1939,544,1343,5127,1374
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,001,282,130,152,13,184,16,36,37,19,14,85.53,1.80,249,25,82,106,21,61,282,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,002,196,102,94,16,122,9,21,25,14,13,108.51,2.22,157,38,57,81,10,46,196,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,003,472,218,254,29,313,24,50,60,24,23,85.83,2.13,387,69,133,169,54,100,463,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,004,442,191,251,17,312,23,40,47,25,22,76.10,2.24,346,89,142,174,37,110,439,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,005,84,41,43,5,53,4,7,11,5,7,95.35,1.87,67,14,26,30,9,19,81,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,006,113,50,63,5,82,6,10,8,5,3,79.37,2.25,79,20,26,35,16,34,113,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,007,63,31,32,*,44,4,6,3,6,*,96.88,2.04,47,15,21,24,6,15,63,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,008,148,73,75,11,94,12,14,20,8,9,97.33,2.24,123,23,33,62,16,39,148,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,009,58,29,29,3,45,*,*,3,5,*,100,2.07,50,8,22,22,8,14,58,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,010,190,100,90,6,118,17,19,18,13,8,111.11,2.12,134,45,58,71,10,46,181,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,011,185,92,93,10,126,8,20,26,7,11,98.92,2.19,135,46,56,66,22,45,182,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,012,157,72,85,9,118,5,11,12,7,6,84.71,1.51,123,24,41,68,14,54,157,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,013,106,53,53,*,89,5,4,8,3,4,100,1.47,88,12,40,41,8,41,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,014,763,370,393,43,505,36,98,90,37,26,94.15,2.22,530,166,181,281,71,186,735,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,015,378,184,194,16,250,15,27,48,26,26,94.85,2.02,284,74,117,153,32,82,360,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,016,572,260,312,27,403,26,54,66,26,30,83.33,1.91,443,114,164,201,87,139,566,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,017,364,187,177,18,250,25,33,38,20,15,105.65,1.93,257,92,101,131,41,108,361,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,018,158,72,86,4,122,5,19,17,6,*,83.72,1.01,111,43,50,63,14,62,158,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,019,146,64,82,7,107,7,15,10,8,*,78.05,1.97,112,25,48,44,19,48,146,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,020,97,56,41,*,79,0,5,9,5,6,136.59,2.24,72,13,29,33,16,25,97,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,021,11,*,9,0,10,0,0,0,*,0,22.22,2.11,8,3,7,*,*,4,11,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,022,116,64,52,4,84,4,7,7,6,*,123.08,1.90,86,18,39,40,11,32,107,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2199,023,126,60,66,*,101,5,4,4,*,3,90.91,1.70,88,22,38,42,20,33,117,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,2201,000,2830,1387,1443,145,1967,141,271,343,132,154,96.12,2.10,2313,475,810,1191,245,645,2804,651
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,001,507,253,254,25,358,22,52,58,26,22,99.61,2.31,410,95,129,227,48,118,507,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,002,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,003,28,14,14,*,21,*,3,3,0,*,100,2.67,22,6,5,14,3,9,28,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,004,42,20,22,*,30,*,4,4,*,*,90.91,1.29,31,11,14,18,*,12,42,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,005,58,32,26,*,38,6,7,7,3,3,123.08,1.87,53,5,12,28,4,13,58,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,006,90,43,47,8,60,5,11,10,3,3,91.49,2.74,75,15,19,38,9,19,90,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,007,88,40,48,9,58,4,5,6,8,4,83.33,1.74,64,24,31,37,*,16,88,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,008,85,44,41,4,59,4,6,11,6,6,107.32,1.83,53,32,30,33,8,17,85,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,009,32,14,18,3,21,4,*,*,*,0,77.78,2.33,23,7,7,15,*,5,32,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,010,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,011,41,21,20,*,31,*,6,5,*,0,105,2.40,31,10,8,21,3,8,41,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,012,126,69,57,7,86,7,10,14,8,7,121.05,2,116,9,39,52,10,28,126,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,013,330,160,170,18,219,22,33,46,15,20,94.12,2.07,285,35,81,146,27,78,327,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,014,57,27,30,*,41,3,6,6,*,4,90,1.76,48,9,17,26,4,14,57,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,015,56,34,22,4,47,*,*,*,*,*,154.55,2.26,50,6,21,26,*,13,56,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,016,45,26,19,0,28,*,6,11,3,6,136.84,1.88,42,3,17,16,4,9,45,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,017,92,47,45,6,60,5,15,14,4,*,104.44,2.53,80,12,22,41,3,17,92,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,018,61,28,33,*,50,*,4,6,*,3,84.85,2.32,51,9,21,25,7,16,61,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,019,73,39,34,3,51,4,9,10,*,4,114.71,1.67,64,9,19,32,6,16,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,020,78,33,45,4,50,7,8,10,4,5,73.33,1.94,71,7,20,26,13,18,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,021,111,49,62,7,67,8,17,18,6,5,79.03,2.08,87,23,24,46,8,24,111,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,022,48,22,26,*,34,3,5,5,*,3,84.62,2.45,38,7,16,12,10,11,48,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,023,49,24,25,*,36,*,4,8,*,5,96,1.73,39,8,13,22,8,14,49,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,024,31,17,14,0,30,0,0,*,0,*,121.43,2.43,22,9,12,15,4,9,31,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,025,56,31,25,5,38,4,4,6,*,3,124,2.37,51,5,18,20,5,15,56,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,026,267,124,143,20,190,7,23,31,12,15,86.71,2.46,231,35,86,111,20,63,267,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,028,137,66,71,6,92,3,9,21,4,14,92.96,1.81,107,19,46,48,15,32,128,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,029,162,79,83,5,122,7,12,13,7,5,95.18,1.79,119,39,46,70,17,38,148,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2201,030,67,24,43,*,40,4,7,15,5,10,55.81,1.09,37,26,32,20,*,11,67,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,2216,000,3253,1588,1665,186,2138,203,340,404,180,185,95.38,2.16,2507,710,870,1394,229,714,3235,720
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,001,136,69,67,4,100,12,11,15,*,8,102.99,3,97,39,42,56,11,29,136,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,002,262,134,128,12,163,29,28,33,14,14,104.69,2.37,182,77,65,110,15,55,262,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,003,35,19,16,4,25,*,*,*,*,*,118.75,2.14,27,8,11,12,5,7,35,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,004,130,65,65,7,91,9,12,13,6,5,100,2.52,102,28,38,53,11,24,130,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,005,80,42,38,4,56,6,9,8,*,3,110.53,1.72,64,16,17,34,10,15,80,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,006,41,21,20,*,35,0,*,4,*,*,105,1.72,31,10,13,24,*,10,41,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,007,28,15,13,*,22,0,3,4,*,*,115.38,1.58,21,7,10,10,*,6,28,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,008,85,43,42,4,65,3,9,7,*,3,102.38,2.28,76,9,18,46,4,23,85,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,009,23,8,15,0,18,0,*,*,*,*,53.33,1.80,18,5,18,*,*,4,23,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,010,70,38,32,*,48,5,8,8,4,3,118.75,2.48,50,16,24,26,5,17,70,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,011,90,44,46,5,57,0,9,11,7,6,95.65,2.22,72,12,28,35,7,20,84,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,012,96,43,53,3,58,7,8,13,9,8,81.13,2.26,78,15,29,40,6,20,93,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,013,20,9,11,0,15,0,*,0,*,0,81.82,1.56,17,0,7,8,*,4,17,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,014,112,53,59,11,72,9,11,12,4,5,89.83,2.55,89,23,21,55,5,21,112,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,015,335,153,182,21,203,23,43,47,28,17,84.07,2,227,105,90,139,19,74,335,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,016,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,017,19,7,12,*,12,*,*,3,0,*,58.33,2.67,19,0,4,8,*,6,19,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,018,83,43,40,5,56,6,7,8,5,4,107.50,2.26,67,16,24,36,5,17,83,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,019,164,85,79,8,105,11,23,25,10,7,107.59,2.10,135,29,39,65,18,35,164,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,020,67,39,28,6,45,3,4,8,4,5,139.29,2.88,54,11,24,24,6,14,67,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,021,154,64,90,7,104,14,13,16,8,5,71.11,2.10,132,18,32,71,13,34,151,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,022,24,12,12,0,14,3,3,3,3,*,100,1.30,22,*,4,14,0,6,24,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,023,310,150,160,17,213,9,31,43,17,23,93.75,2.31,268,40,88,134,28,73,310,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,024,56,26,30,7,30,8,6,4,3,*,86.67,2,48,8,7,28,0,12,56,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,025,49,25,24,3,34,*,4,6,*,5,104.17,1.65,36,13,11,28,*,13,49,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,026,122,61,61,9,82,8,12,11,8,3,100,1.87,78,44,28,59,6,29,122,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,027,121,61,60,7,69,3,22,30,7,13,101.67,1.93,91,30,35,46,8,27,121,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,028,12,5,7,0,7,*,*,*,*,*,71.43,1.75,10,*,3,6,0,3,12,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,029,73,35,38,4,43,7,11,10,6,*,92.11,2.38,48,24,13,31,7,12,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,030,63,35,28,*,39,*,6,12,7,7,125,1.88,38,25,24,27,*,15,63,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,031,76,38,38,4,53,4,7,10,*,6,100,1.81,50,26,25,31,5,18,76,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,032,155,70,85,14,113,7,9,6,10,*,82.35,1.84,131,23,40,70,15,34,155,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,033,110,51,59,8,60,7,13,20,6,13,86.44,2.24,82,24,28,42,7,25,107,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,034,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2216,035,37,18,19,5,21,*,5,6,0,4,94.74,1.79,36,*,7,16,*,8,37,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,2220,000,3397,1686,1711,192,2276,188,368,400,182,166,98.54,2.17,2777,592,849,1480,286,780,3373,788
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,001,56,30,26,4,37,*,8,7,3,*,115.38,2.58,48,8,12,24,6,12,56,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,002,49,24,25,5,30,*,3,6,5,4,96,2.63,37,12,11,28,0,8,49,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,003,77,40,37,*,44,8,12,15,4,7,108.11,2,69,8,14,38,3,18,77,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,004,43,16,27,4,29,3,6,4,0,*,59.26,2.27,34,9,5,24,*,10,43,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,005,92,51,41,3,65,3,11,11,6,4,124.39,2.42,80,12,32,37,6,20,92,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,006,73,29,44,3,42,6,6,8,6,4,65.91,2.89,62,5,16,30,6,18,67,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,007,95,48,47,8,61,4,13,13,3,6,102.13,2.19,88,7,21,35,14,18,95,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,008,551,281,270,26,392,29,60,54,24,20,104.07,2.33,463,87,130,236,70,127,551,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,009,61,31,30,4,37,6,7,9,*,5,103.33,2.32,52,9,10,28,6,17,61,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,010,79,40,39,3,51,8,5,6,7,*,102.56,1.84,63,13,20,28,11,19,76,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,011,14,6,8,0,7,0,*,*,*,*,75,1.83,8,3,5,4,*,3,11,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,012,44,21,23,0,30,3,5,7,4,*,91.30,2.56,28,16,11,20,5,11,44,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,013,48,20,28,*,34,*,7,7,3,*,71.43,2.13,38,10,18,15,6,12,48,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,014,49,20,29,*,32,*,9,9,3,3,68.97,2.48,43,6,11,25,*,10,49,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,016,39,16,23,3,27,*,4,5,*,*,69.57,2.59,33,6,10,13,7,10,39,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,017,104,50,54,7,75,3,10,11,3,3,92.59,2.14,78,23,28,45,8,23,101,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,018,233,124,109,13,157,11,25,24,13,11,113.76,2.02,196,33,58,106,17,63,230,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,019,129,69,60,4,83,7,23,25,5,7,115,3,99,30,26,52,16,35,129,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,020,68,27,41,5,44,4,5,11,4,6,65.85,1.61,61,7,21,28,4,15,68,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,021,136,62,74,12,87,7,14,15,9,7,83.78,1.89,108,27,36,59,8,27,136,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,022,257,130,127,20,180,9,18,29,16,14,102.36,1.95,208,49,70,123,17,63,257,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,023,292,150,142,18,188,21,38,42,11,16,105.63,2.27,229,63,73,120,20,67,292,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,024,388,182,206,18,268,21,40,39,19,18,88.35,1.82,308,77,99,177,28,91,385,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,025,243,122,121,14,162,17,16,27,15,16,100.83,1.94,198,41,76,102,14,46,240,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2220,026,177,97,80,14,114,10,22,14,13,4,121.25,2.30,146,31,36,83,10,37,177,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,2235,000,4172,1984,2188,217,2799,228,469,522,228,204,90.68,2,3264,863,1112,1704,413,946,4145,955
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,001,53,25,28,0,36,*,7,10,5,3,89.29,1.92,38,14,12,26,5,9,53,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,002,57,23,34,*,40,3,9,8,*,*,67.65,2.12,41,16,12,24,7,12,57,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,003,81,38,43,3,56,5,6,10,6,5,88.37,1.56,50,31,27,35,5,17,81,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,004,83,40,43,4,58,4,10,6,7,0,93.02,1.89,60,22,19,37,9,17,83,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,005,95,44,51,*,61,5,13,17,8,6,86.27,1.78,81,14,32,30,13,19,95,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,006,159,79,80,7,105,8,18,26,6,12,98.75,2.20,118,38,41,70,12,31,156,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,008,76,36,40,*,52,*,9,10,4,4,90,1.72,52,21,25,26,9,23,73,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,009,14,7,7,0,8,*,*,4,*,3,100,1,8,6,6,6,0,4,14,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,010,171,78,93,13,126,4,11,16,7,10,83.87,1.89,135,36,62,58,23,37,171,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,011,526,249,277,25,353,25,59,61,32,23,89.89,1.80,429,86,132,221,55,120,517,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,013,44,20,24,*,29,4,5,5,*,3,83.33,2.44,33,11,11,17,5,9,44,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,014,66,30,36,6,45,4,7,5,3,*,83.33,1.59,43,23,25,18,6,12,66,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,015,79,37,42,5,46,8,7,9,7,6,88.10,2.58,63,16,20,30,9,12,79,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,016,75,37,38,5,46,8,7,8,6,3,97.37,1.81,60,15,19,31,5,20,75,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,017,87,39,48,*,64,3,10,10,7,*,81.25,1.67,68,19,28,31,13,24,87,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,018,98,50,48,3,69,4,10,12,6,6,104.17,1.95,80,17,39,34,8,24,98,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,019,118,61,57,5,86,5,11,14,6,5,107.02,2.43,109,8,31,48,18,32,118,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,020,171,76,95,9,107,10,21,32,7,17,80,2.09,136,31,46,78,6,43,171,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,021,202,102,100,14,135,11,22,27,11,9,102,1.97,127,73,54,81,20,51,202,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,022,88,39,49,4,59,4,13,8,5,3,79.59,2.14,71,17,24,31,12,21,88,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,023,106,47,59,8,61,6,23,19,*,6,79.66,2.33,77,28,16,41,12,19,106,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,024,88,39,49,8,55,6,7,10,6,6,79.59,2.14,71,17,21,38,8,15,88,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,025,177,91,86,11,119,13,20,22,6,8,105.81,2.15,149,28,40,77,16,41,177,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,026,55,29,26,*,45,*,*,3,4,*,111.54,1.55,45,10,22,19,9,14,55,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,027,208,98,110,9,146,9,23,25,7,11,89.09,2.27,164,39,52,90,22,48,205,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,028,125,54,71,4,92,5,12,14,6,6,76.06,2.06,105,19,28,59,17,33,125,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,029,85,41,44,*,61,4,8,11,4,6,93.18,2.29,75,10,21,40,10,26,85,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,030,160,80,80,10,105,12,21,14,9,3,100,2.17,124,34,36,60,21,31,160,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,031,125,62,63,7,85,9,9,12,3,6,98.41,2.23,97,22,31,46,17,26,119,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,032,147,65,82,5,98,7,21,20,9,7,79.27,1.90,114,33,39,68,7,38,147,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,033,78,40,38,6,48,5,8,10,7,4,105.26,1.90,60,18,19,36,4,15,78,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,034,131,64,67,11,81,9,18,19,7,5,95.52,2.09,107,24,32,57,4,33,131,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,035,125,50,75,3,83,6,16,21,6,8,66.67,1.73,91,31,36,51,10,28,122,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,2235,036,219,114,105,18,139,16,25,24,15,6,108.57,2,183,36,54,90,16,42,219,*
09,Distrito Federal,010,Álvaro Obregón,0001,Total AGEB urbana,224A,000,3113,1485,1628,151,2165,169,314,349,153,137,91.22,1.94,2585,481,896,1292,258,778,3089,786
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,224A,001,71,41,30,6,51,5,4,5,3,*,136.67,2.88,50,20,17,37,*,16,71,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,224A,003,46,22,24,*,28,4,*,*,*,0,91.67,2,27,10,9,19,*,7,37,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,224A,004,141,68,73,7,106,3,14,15,6,5,93.15,1.89,123,18,51,52,14,29,141,*
09,Distrito Federal,010,Álvaro Obregón,0001,Álvaro Obregón,224A,005,156,82,74,9,105,11,19,24,4,8,110.81,2.15,141,14,44,59,12,35,156,*
